id,kind,brand,name,aliases,genre,genreJa,format,focus,lensType,mount,year,weightG,weightMinG,weightMaxG,weightCondition,dataType,confidence,sourceId,packingProfile,packingDefaultG,packingMinG,packingMaxG
nikonnikkor70200mmf28gedifafsvr,lens,Nikon,Nikkor 70-200mm f/2.8G ED-IF AF-S VR,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,2002,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkor70210mmf4556ais,lens,Nikon,Nikkor 70-210mm f/4.5-5.6 AI-S,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikkor70300mmf456dedaf,lens,Nikon,Nikkor 70-300mm f/4-5.6D ED AF,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkor70300mmf456gaf,lens,Nikon,Nikkor 70-300mm f/4-5.6G AF,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,2000,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkor70300mmf4556gifedafsvrzoom,lens,Nikon,Nikkor 70-300mm f/4.5-5.6G IF-ED AF-S VR Zoom,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,2006,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkor80200mmf28dedaf,lens,Nikon,Nikkor 80-200mm f/2.8D ED AF,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,Nikon F (AF-D),1992,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkor80200mmf28dedifafs,lens,Nikon,Nikkor 80-200mm f/2.8D ED-IF AF-S,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,1998,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkor80400mmf4556dedvraf,lens,Nikon,Nikkor 80-400mm f/4.5-5.6D  ED VR AF,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,2000,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkor85mmf14difaf,lens,Nikon,Nikkor 85mm f/1.4D IF AF,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F (AF-D),1995,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkor85mmf18af,lens,Nikon,Nikkor 85mm f/1.8 AF,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F / Minolta A,,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkor85mmf18nikkorhauto,lens,Nikon,Nikkor 85mm f/1.8 Nikkor-H Auto,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikkor85mmf18daf,lens,Nikon,Nikkor 85mm f/1.8D AF,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F (AF-D),1994,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkor85mmf2ai,lens,Nikon,Nikkor 85mm f/2 AI,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F (AI),,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikkor85mmf28pcmicro,lens,Nikon,Nikkor 85mm f/2.8 PC Micro,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F (AF-D),1999,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkor8mmf28fisheyeais,lens,Nikon,Nikkor 8mm f/2.8 Fisheye Ai-S,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F (AI-S),,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikkorafs1424mmf28ged,lens,Nikon,Nikkor AF-S 14-24mm f/2.8G ED,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,2007,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkorafs2470mmf28ged,lens,Nikon,Nikkor AF-S 24-70mm f/2.8G ED,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,2007,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikkorafs400mmf28gedvr,lens,Nikon,Nikkor AF-S 400mm f/2.8G ED VR,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,,2007,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkorafs500mmf4gedvr,lens,Nikon,Nikkor AF-S 500mm f/4G ED VR,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,,2007,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkorafs50mmf14g,lens,Nikon,Nikkor AF-S 50mm f/1.4G,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F (AF-S),2008,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkorafs600mmf4gedvr,lens,Nikon,Nikkor AF-S 600mm f/4G ED VR,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,,2007,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkorafsmicro60mmf28ged,lens,Nikon,Nikkor AF-S Micro 60mm f/2.8G  ED,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F (AI),2008,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkorpce24mmf35ded,lens,Nikon,Nikkor PC-E 24mm f/3.5D ED,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,2008,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikkorpcemicro45mmf28ded,lens,Nikon,NIKKOR PC-E Micro 45mm f/2.8D ED,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,2008,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikkorpcemicro85mmf28d,lens,Nikon,NIKKOR PC-E Micro 85mm f/2.8D,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,2008,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikkorpc85mmf2,lens,Nikon,Nikkor-P.C 85mm f/2,Nikkor | ニコン | ニッコール,Rangefinder lens,レンジファインダーレンズ,35mm,MF,lens,Leica screw,,,100,550,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikkorex35ii,camera,Nikon,Nikkorex 35 II,Nikkor | ニコン | ニッコール,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,1962,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
nikonnikkorexf,camera,Nikon,Nikkorex F,Nikkor | ニコン | ニッコール,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1962,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
nikonnikkorexzoom35,camera,Nikon,Nikkorex Zoom 35,Nikkor | ニコン | ニッコール,35mm AF compact,35mm AFコンパクト,35mm,AF,fixed,Fixed lens,1963,,160,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
nikonnikkormatel,camera,Nikon,Nikkormat EL,Nikkor | Nikomat EL | ニコン | ニッコール | Nikkormat ELW | Nikkormat EL aka Nikomat EL,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1972,780,780,780,body only,reference,C,published-secondary,camera-body,350,290,425
nikonnikkormatfs,camera,Nikon,Nikkormat FS,Nikkor | Nikomat FS | ニコン | ニッコール,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1965,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
nikonnikkormatft,camera,Nikon,Nikkormat FT,Nikkor | Nikomat FT | ニコン | ニッコール,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1965,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
nikonnikkormatft2,camera,Nikon,Nikkormat FT2,Nikkor | Nikomat FT2 | ニコン | ニッコール | Nikkormat FT2 aka Nikomat FT2,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1975,745,745,745,body only,reference,C,published-secondary,camera-body,350,290,425
nikonnikkormatft3,camera,Nikon,Nikkormat FT3,Nikkor | Nikomat FT3 | ニコン | ニッコール | Nikkormat FT3 aka Nikomat FT3,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1977,715,715,715,body only,reference,C,published-secondary,camera-body,350,290,425
nikonnikkormatftn,camera,Nikon,Nikkormat FTn,Nikkor | Nikomat FTn | ニコン | ニッコール | Nikkormat FTn aka Nikomat FTn,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1967,765,765,765,body only,reference,C,published-secondary,camera-body,350,290,425
nikonnikon16713f3556vr,lens,Nikon,Nikon 1 6.7-13 f/3.5-5.6 VR,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,Nikon F (AF-S),2013,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikon100mmf28aisseriese,lens,Nikon,Nikon 100mm f/2.8 Ai-S Series E,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F (AI-S),,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikon135mmf28aisseriese,lens,Nikon,Nikon 135mm f/2.8 Ai-S Series E,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F (AI-S),,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikon2470f28evr,lens,Nikon,Nikon 24-70 f2.8E VR,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F,2015,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikon28ti,camera,Nikon,Nikon 28Ti,28Ti | Nikkor | ニコン | ニッコール,Premium 35mm compact,高級35mmコンパクト,35mm,AF,fixed,Fixed lens,1994,335,335,335,with battery,reference,B,compiled-specs,compact-standard,270,220,325
nikonnikon300mmf28edifais,lens,Nikon,Nikon 300mm f/2.8 ED-IF Ai-S,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikon35ti,camera,Nikon,Nikon 35Ti,35Ti | Nikkor | ニコン | ニッコール,Premium 35mm compact,高級35mmコンパクト,35mm,AF,fixed,Fixed lens,1993,310,310,310,with battery,reference,B,compiled-specs,compact-standard,270,220,325
nikonnikon3672mmf35serieseais,lens,Nikon,Nikon 36-72mm f/3.5 Series E Ai-S,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikon400mmf28afsvrii,lens,Nikon,Nikon 400mm f/2.8 AF-S VR II,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,,,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikon75150mmf35serieseais,lens,Nikon,Nikon 75-150mm f/3.5 Series E AI-S,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F (AI),,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikon85mmf2ais,lens,Nikon,Nikon 85mm f/2 AI-S,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,Nikon F (AI-S),,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikonafpnikkor70300mmf4556eedvr,lens,Nikon,Nikon AF-P NIKKOR 70-300MM F/4.5-5.6E ED VR,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,Nikon F (AF-P),2017,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikonafsfisheyenikkor815mmf3545eed,lens,Nikon,Nikon AF-S Fisheye NIKKOR 8-15mm f/3.5-4.5E ED,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,Nikon F (AF-S),2017,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikonafsnikkor105mmf14eed,lens,Nikon,Nikon AF-S NIKKOR 105mm f/1.4E ED,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F (AF-S),2016,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor120300mmf28efledsrvr,lens,Nikon,Nikon AF-S NIKKOR 120-300mm F/2.8E FL ED SR VR,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,Nikon F (AF-S),2019,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikonafsnikkor1835mmf3545ged,lens,Nikon,Nikon AF-S NIKKOR 18-35mm f/3.5-4.5G ED,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,Nikon F (AF-S),2013,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikonafsnikkor180400mmf4etc14fledvr,lens,Nikon,Nikon AF-S NIKKOR 180-400mm f/4E TC1.4 FL ED VR,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,Nikon F (AF-S),2018,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikonafsnikkor20mmf18ged,lens,Nikon,Nikon AF-S NIKKOR 20mm f/1.8G ED,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F,2014,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor2470mmf28eedvr,lens,Nikon,Nikon AF-S NIKKOR 24-70mm f/2.8E ED VR,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,2015,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikonafsnikkor24mmf18ged,lens,Nikon,Nikon AF-S NIKKOR 24mm f/1.8G ED,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,,2015,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor28mmf14eed,lens,Nikon,Nikon AF-S NIKKOR 28mm f/1.4E ED,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F (AF-S),2017,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor300mmf4epfedvr,lens,Nikon,Nikon AF-S NIKKOR 300mm f/4E PF ED VR,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,,2015,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor35mmf18ged,lens,Nikon,Nikon AF-S NIKKOR 35mm f/1.8G ED,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F,2013,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor400mmf28efledvr,lens,Nikon,Nikon AF-S NIKKOR 400mm f/2.8E FL ED VR,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F,2014,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor500mmf4efledvr,lens,Nikon,Nikon AF-S NIKKOR 500mm f/4E FL ED VR,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,,2015,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor500mmf56epfedvr,lens,Nikon,Nikon AF-S NIKKOR 500mm f/5.6E PF ED VR,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F (AF-S),2018,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor58mmf14g,lens,Nikon,Nikon AF-S NIKKOR 58mm f/1.4G,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F,2013,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor600mmf4efledvr,lens,Nikon,Nikon AF-S NIKKOR 600mm f/4E FL ED VR,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F,2016,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsnikkor70200mmf28efledvr,lens,Nikon,Nikon AF-S NIKKOR 70-200mm f/2.8E FL ED VR,Nikkor | ニコン | ニッコール,35mm autofocus zoom lens,35mm AFズームレンズ,35mm,AF,lens,,2016,,200,705,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-large,430,350,530
nikonnikonafsnikkor85mmf18g,lens,Nikon,Nikon AF-S NIKKOR 85mm f/1.8G,Nikkor | ニコン | ニッコール,Medium-format lens,中判レンズ,120,MF,lens,,2012,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonafsteleconvertertc14eiii,lens,Nikon,Nikon AF-S Teleconverter TC-14E III,Nikkor | ニコン | ニッコール,35mm autofocus lens,35mm AFレンズ,35mm,AF,lens,Nikon F,2014,,155,290,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
nikonnikonaf600,camera,Nikon,Nikon AF600,AF600 | ニコン,35mm AF compact,35mm AFコンパクト,35mm,AF,fixed,Fixed lens,,,160,430,同系統の既知機種からの推定範囲。出品前に実測推奨,genre-estimate,D,expanded-compact-rangefinder-2026,compact-standard,270,220,325
nikonnikonafs85mmf14g,lens,Nikon,Nikon AFS 85mm f/1.4G,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikonar2cablerelease,accessory,Nikon,Nikon AR-2 Cable Release,AR-2 | AR2 | Nikkor | ニコン | ニッコール,Cable release,ケーブルレリーズ,accessory,,,,1960,20,20,20,reference weight,reference,B,compiled-specs,soft-mailer-xs,32,24,42
nikonnikonar3cablerelease,accessory,Nikon,Nikon AR-3 Cable Release,AR-3 | AR3 | Nikkor | ニコン | ニッコール,Cable release,ケーブルレリーズ,accessory,,,,1970,15,15,15,reference weight,reference,B,compiled-specs,soft-mailer-xs,32,24,42
nikonnikonas1flashunitcoupler,accessory,Nikon,Nikon AS-1 Flash Unit Coupler,AS-1 | AS1 | Nikkor | ニコン | ニッコール,Flash adapter,フラッシュアダプター,accessory,,,,1970,25,25,25,reference weight,reference,B,compiled-specs,soft-mailer-sm,45,34,58
nikonnikonda2actionfinder,accessory,Nikon,Nikon DA-2 Action Finder,DA-2 | DA2 | Nikkor | ニコン | ニッコール,Interchangeable finder,交換ファインダー,accessory,,,,1980,375,375,375,reference weight,reference,B,compiled-specs,accessory-box,145,110,190
nikonnikondg2eyepiecemagnifier,accessory,Nikon,Nikon DG-2 Eyepiece Magnifier,DG-2 | DG2 | Nikkor | ニコン | ニッコール,Finder accessory,ファインダーアクセサリー,accessory,,,,1970,65,65,65,reference weight,reference,B,compiled-specs,small-box,98,78,120
nikonnikondr3rightanglefinder,accessory,Nikon,Nikon DR-3 Right Angle Finder,DR-3 | DR3 | Nikkor | ニコン | ニッコール,Finder accessory,ファインダーアクセサリー,accessory,,,,1970,150,150,150,reference weight,reference,B,compiled-specs,accessory-box,135,108,175
nikonnikondr4rightanglefinder,accessory,Nikon,Nikon DR-4 Right Angle Finder,DR-4 | DR4 | Nikkor | ニコン | ニッコール,Finder accessory,ファインダーアクセサリー,accessory,,,,1980,170,170,170,reference weight,reference,B,compiled-specs,accessory-box,135,108,175
nikonnikondw3waistlevelfinder,accessory,Nikon,Nikon DW-3 Waist-Level Finder,DW-3 | DW3 | Nikkor | ニコン | ニッコール,Interchangeable finder,交換ファインダー,accessory,,,,1980,190,190,190,reference weight,reference,B,compiled-specs,accessory-box,145,110,190
nikonnikondw46xhighmagnificationfinder,accessory,Nikon,Nikon DW-4 6x High-Magnification Finder,DW-4 | DW4 | Nikkor | ニコン | ニッコール,Interchangeable finder,交換ファインダー,accessory,,,,1980,380,380,380,reference weight,reference,B,compiled-specs,accessory-box,145,110,190
nikonnikonelnikkor135mmf56,lens,Nikon,Nikon EL-Nikkor 135mm f/5.6,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikonelnikkor50mmf28,lens,Nikon,Nikon El-Nikkor 50mm f/2.8,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikonelnikkor63mmf35,lens,Nikon,Nikon EL-Nikkor 63mm f/3.5,Nikkor | ニコン | ニッコール,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
nikonnikonel2,camera,Nikon,Nikon EL2,Nikkor | Nikkormat EL2 | Nikomat EL2 | ニコン | ニッコール | Nikkormat EL2 aka Nikon EL2,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1977,780,780,780,body only,reference,C,published-secondary,camera-body,350,290,425
nikonnikonem,camera,Nikon,Nikon EM,EM | Nikkor | ニコン | ニッコール,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1979,460,460,460,body only,reference,B,compiled-specs,camera-body,350,290,425
nikonnikonf,camera,Nikon,Nikon F,Nikkor | Nikkor F | ニコン | ニッコール | Nikon FM3a | Nikon FM10 | Nikon F50 aka Nikon N50 | Nikon F90X aka Nikon N90s | Nikon F90 aka Nikon N90 | Nikon F401x aka Nikon N5005 | Nikon F801s aka Nikon 8008s | Nikon F601 aka Nikon N6006 | Nikon F601m aka Nikon N6000 | Nikon F801 aka Nikon N8008 | Nikon F401 aka Nikon N4004 | Nikon F3 HP aka Nikon F3 High Eye Point | Nikon F3/T aka Nikon F3 Titan | Nikon F2 Photomic AS | Nikon F2 Photomic A | Nikon F2 Photomic S | Nikon F Photomic FTn | Nikon F Photomic Tn | Nikon F Photomic T | Nikon F Photomic,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1959,685,685,685,body with eye-level finder,reference,B,compiled-specs,camera-body,350,290,425
nikonnikonf301,camera,Nikon,Nikon F-301,N2000 | Nikkor | ニコン | ニッコール | Nikon N2000,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Nikon F,1985,570,570,570,body only,reference,B,compiled-specs,camera-body,350,290,425
nikonnikonf501,camera,Nikon,Nikon F-501,N2020 | Nikkor | ニコン | ニッコール,35mm AF SLR,35mm一眼レフ（AF）,35mm,AF,interchangeable,Nikon F,1986,625,625,625,body only,reference,B,compiled-specs,camera-body,350,290,425
nikonnikonf601,camera,Nikon,Nikon F-601,N6006 | Nikkor | ニコン | ニッコール,35mm AF SLR,35mm一眼レフ（AF）,35mm,AF,interchangeable,Nikon F,1990,650,650,650,body only,reference,B,compiled-specs,camera-body,350,290,425
nikonnikonf801,camera,Nikon,Nikon F-801,N8008 | Nikkor | ニコン | ニッコール,35mm AF SLR,35mm一眼レフ（AF）,35mm,AF,interchangeable,Nikon F,1988,695,695,695,body only,reference,B,compiled-specs,camera-body,350,290,425
nikonnikonf100,camera,Nikon,Nikon F100,F100 | Nikkor | ニコン | ニッコール,35mm AF SLR,35mm一眼レフ（AF）,35mm,AF,interchangeable,Nikon F,1999,785,785,785,body with batteries,reference,B,compiled-specs,camera-body,350,290,425
